IRLS Dive Data CSV Export. (Version 1.2)

Dive Information:
Dive Number, Tasks, Start Date, End Date
2212,"Recover AoA at MJ03F.  
Swap CTD at MJ03F.  
Pre-stage cable at MJ03F.",2022-08-14 01:15:00,2022-08-14 07:17:00

Site(s):
Name,Comments

Scientist(s):
Name, Organization

Observations:
2212,2022-08-14 06:01:44,"winch and ascent started",45.9549807,-130.0088379,1525.35,145.13,-0.54,0.45,2.18,0,"Vehicle ",-,-,-,-,-,./files/framegrabs/SDI2_8_14_2022 01_07_11_17671.jpg
2212,2022-08-14 06:03:16,"ascending",45.9549419,-130.0087584,1518.55,146.25,2.11,0.34,5.48,0.92,"Vehicle ",3.14064,2.3981,1533.935,0.57,34.5132,./files/framegrabs/SDI2_8_14_2022 01_07_11_17755.jpg
2212,2022-08-14 06:24:41,"Fired starboard fore and aft niskins at 1000m",45.9549177,-130.0086934,1000.28,143.81,-0.25,0.14,59.84,0,"Vehicle ",3.19132,3.3501,1008.521,0.19,34.3872,./files/framegrabs/SDI1_8_14_2022 01_07_09_19051.jpg
2212,2022-08-14 06:29:03,"half-hour callout to bridge",45.9547234,-130.0086665,886.92,142.9,0.62,0.65,59.84,0,"Other ",3.20035,3.5507,893.228,0.16,34.3439,./files/framegrabs/SDI1_8_14_2022 01_07_09_19311.jpg
2212,2022-08-14 06:36:31,"shrimp",45.9550246,-130.0088853,684.18,141.64,0.57,0.03,59.84,0,"Biology ",3.22012,4.012,688.392,0.25,34.203,./files/framegrabs/SDI1_8_14_2022 01_07_09_19761.jpg
2212,2022-08-14 06:36:58,"worm?",45.9550553,-130.0088893,671.42,143.6,0.88,0.76,59.84,0,"Biology ",3.2242,4.0711,675.174,0.26,34.1967,./files/framegrabs/SDI1_8_14_2022 01_07_09_19785.jpg
2212,2022-08-14 06:56:31,"ship moving to 111",45.9550964,-130.0090379,123.17,140.04,1.79,1.44,59.84,0,"Ship Moving ",3.44065,7.4469,122.377,3.48,33.5368,./files/framegrabs/SDI1_8_14_2022 01_07_09_20961.jpg
2212,2022-08-14 07:00:07,"removing footballs",45.9551083,-130.009197,84.4,139.4,1.96,0.1,59.84,0,"Vehicle ",3.38157,7.9639,83.39,4.89,32.4314,./files/framegrabs/SDI1_8_14_2022 01_07_09_21168.jpg
2212,2022-08-14 07:04:23,"squid",45.9551515,-130.0092049,41.43,139.76,1.68,1.56,59.84,0,"Biology ",3.58667,10.4857,39.65,5.25,32.2811,./files/framegrabs/SDI2_8_14_2022 01_07_11_21425.jpg
2212,2022-08-14 07:10:28,"ropos out of water",45.9551768,-130.0092197,0.14,49.28,0.1,0.84,1.8,0,"Vehicle ",0.0667,15.7599,-0.183,3.19,0.3996,./files/framegrabs/SDI1_8_14_2022 01_07_09_21789.jpg
2212,2022-08-14 07:12:51,"ropos basket on deck",45.9551768,-130.0092197,0.2,16.18,-1.17,0.73,1.8,0,"Vehicle ",1.6797,15.8122,-0.181,3.87,12.2182,./files/framegrabs/SDI2_8_14_2022 01_07_11_21930.jpg
2212,2022-08-14 07:14:22,"basket separated from rov",45.9551768,-130.0092197,0.22,15.38,-0.91,1.18,1.8,0,"Vehicle ",-,-,-,-,-,./files/framegrabs/SDI1_8_14_2022 01_07_09_22023.jpg
